imdb_id,title,original_language,vote_average,genre,collection,vote_count
tt0085959,The Meaning of Life,en,7.2,Comedy,,506.0
tt2883512,Chef,en,7.2,Comedy,,1203.0
tt1191111,Enter the Void,en,7.2,"Fantasy,Drama",,397.0
tt0065938,Kelly's Heroes,en,7.2,"Adventure,Comedy,War",,191.0
tt0277027,I Am Sam,en,7.2,Drama,,542.0
tt0215750,Enemy at the Gates,en,7.2,War,,1023.0
tt4941804,Riley's First Date?,en,7.2,"Animation,Family",,188.0
tt1266029,Nowhere Boy,en,7.2,Drama,,250.0
tt0499549,Avatar,en,7.2,"Action,Adventure,Fantasy,Science Fiction",Avatar ,12114.0
tt0120917,The Emperor's New Groove,en,7.2,"Adventure,Animation,Comedy,Family,Fantasy",The Emperor's New Groove ,1544.0
tt2582502,Fathers and Daughters,en,7.2,Drama,,262.0
tt0878804,The Blind Side,en,7.2,Drama,,1626.0
tt4540710,Miss Sloane,en,7.2,"Drama,Thriller",,317.0
tt2866360,Coherence,en,7.2,"Thriller,Science Fiction",,653.0
tt0479113,One Man Band,en,7.2,"Animation,Family",,128.0
tt0264796,Life as a House,en,7.2,Drama,,122.0
tt0240772,Ocean's Eleven,en,7.2,"Thriller,Crime",Ocean's ,3857.0
tt1197624,Law Abiding Citizen,en,7.2,"Drama,Crime,Thriller",,1522.0
tt0265086,Black Hawk Down,en,7.2,"Action,History,War",,1832.0
tt1156398,Zombieland,en,7.2,"Comedy,Horror",,3655.0
tt0075860,Close Encounters of the Third Kind,en,7.2,"Science Fiction,Drama",,1122.0
tt1186373,Wonder Woman,en,7.2,"Action,Adventure,Animation,Science Fiction",,133.0
tt0114732,The Three Brothers,en,7.2,Comedy,The Three Brothers ,119.0
tt0095631,Midnight Run,en,7.2,"Adventure,Comedy,Crime",,241.0
tt0106307,Arizona Dream,en,7.2,"Fantasy,Comedy,Drama,Romance",,170.0
tt0964517,The Fighter,en,7.2,Drama,,1512.0
tt0976051,The Reader,en,7.2,"Drama,Romance",,835.0
tt0870111,Frost/Nixon,en,7.2,"Drama,History",,333.0
tt1118511,A Matter of Loaf and Death,en,7.2,"Animation,Comedy,Family",Wallace & Gromit ,120.0
tt0986233,Hunger,en,7.2,"Drama,History",,311.0
tt0101889,The Fisher King,en,7.2,"Comedy,Drama",,346.0
tt1403865,True Grit,en,7.2,"Drama,Adventure,Western",,1701.0
tt0058586,A Shot in the Dark,en,7.2,"Comedy,Crime",The Pink Panther (Original) ,115.0
tt1423894,Barney's Version,en,7.2,"Comedy,Drama",,131.0
tt1083452,Eddie the Eagle,en,7.2,"Comedy,Drama,History",,682.0
tt0454876,Life of Pi,en,7.2,"Adventure,Drama,Action",,5912.0
tt3397884,Sicario,en,7.2,"Action,Crime,Drama,Mystery,Thriller",,2465.0
tt0936501,Taken,en,7.2,"Action,Thriller",Taken ,4444.0
tt0815241,Religulous,en,7.2,"Comedy,Documentary",,200.0
tt0106856,Falling Down,en,7.2,"Crime,Drama,Thriller",,837.0
tt0174856,The Hurricane,en,7.2,Drama,,401.0
tt0070379,Mean Streets,en,7.2,"Drama,Crime",,359.0
tt1054487,Futurama: Into the Wild Green Yonder,en,7.2,"Animation,Comedy",Futurama ,134.0
tt0065724,Five Easy Pieces,en,7.2,Drama,,114.0
tt1714915,Only Lovers Left Alive,en,7.2,"Drama,Romance",,585.0
tt0451279,Wonder Woman,en,7.2,"Action,Adventure,Fantasy",Wonder Woman ,5025.0
tt2101473,The Physician,en,7.2,"Adventure,Drama,History",,365.0
tt0103074,Thelma & Louise,en,7.2,"Drama,Thriller,Crime,Adventure",,766.0
tt1972779,The Best of Me,en,7.2,"Drama,Romance",,777.0
tt0309987,The Dreamers,en,7.2,"Drama,Romance",,680.0
tt1226271,The Damned United,en,7.2,Drama,,156.0
tt1131729,The Boat That Rocked,en,7.2,"Drama,Comedy",,678.0
tt1872194,The Judge,en,7.2,Drama,,1433.0
tt0165798,Ghost Dog: The Way of the Samurai,en,7.2,"Crime,Drama",,306.0
tt4550098,Nocturnal Animals,en,7.2,"Drama,Thriller",,1990.0
tt2042568,Inside Llewyn Davis,en,7.2,"Drama,Music",,845.0
tt0144117,The Boondock Saints,en,7.2,"Action,Thriller,Crime",The Boondock Saints ,848.0
tt1855199,End of Watch,en,7.2,"Crime,Drama,Thriller",,1186.0
tt0087003,Broadway Danny Rose,en,7.2,Comedy,,104.0
tt0083944,First Blood,en,7.2,"Action,Adventure,Thriller,War",Rambo ,1523.0
tt0133240,Treasure Planet,en,7.2,"Adventure,Animation,Family,Fantasy,Science Fiction",,980.0
tt0099810,The Hunt for Red October,en,7.2,"Action,Adventure,Thriller",The Jack Ryan ,971.0
tt0032455,Fantasia,en,7.2,"Animation,Family,Music",Fantasia ,831.0
tt0114388,Sense and Sensibility,en,7.2,"Drama,Romance",,364.0
tt0107616,Much Ado About Nothing,en,7.2,"Drama,Comedy,Romance",,194.0
tt0107808,A Perfect World,en,7.2,"Crime,Drama,Thriller",,376.0
tt0087800,A Nightmare on Elm Street,en,7.2,Horror,A Nightmare on Elm Street ,1212.0
tt0108002,Rudy,en,7.2,Drama,,187.0
tt0120669,Fear and Loathing in Las Vegas,en,7.2,"Adventure,Drama,Comedy",,1321.0
tt0110322,Legends of the Fall,en,7.2,"Adventure,Drama,Romance,War",,636.0
tt0098258,Say Anything...,en,7.2,"Comedy,Drama,Romance",,244.0
tt0888817,Family Guy Presents: Blue Harvest,en,7.2,Animation,Family Guy Presents ,117.0
tt0114478,Smoke,en,7.2,"Comedy,Drama",Brooklyn Cigar Store ,115.0
tt0090967,Down by Law,en,7.2,"Crime,Drama,Comedy",,149.0
tt0093822,Raising Arizona,en,7.2,"Comedy,Crime",,548.0
tt3850214,Dope,en,7.2,"Crime,Drama,Comedy",,698.0
tt2381111,Brooklyn,en,7.2,"Drama,Romance",,1235.0
tt0118971,The Devil's Advocate,en,7.2,"Drama,Horror,Mystery,Thriller",,1414.0
tt1814643,Banana,en,7.2,"Animation,Comedy,Family",Despicable Me ,139.0
tt0118789,Buffalo '66,en,7.2,"Romance,Comedy,Crime,Drama",,172.0
tt0110148,Interview with the Vampire,en,7.2,"Horror,Romance",The Vampire Chronicles,1558.0
tt0049223,Forbidden Planet,en,7.2,"Adventure,Science Fiction,Action",,238.0
tt0082010,An American Werewolf in London,en,7.2,"Horror,Comedy",,571.0
tt0077631,Grease,en,7.2,Romance,Grease ,1633.0
tt0045793,From Here to Eternity,en,7.2,"War,Drama,Romance",,137.0
tt0058329,Marnie,en,7.2,"Crime,Drama,Mystery,Thriller",,233.0
tt0112817,Dead Man,en,7.2,"Drama,Fantasy,Western",,397.0
tt0055824,Cape Fear,en,7.2,"Drama,Thriller",,125.0
tt0068611,Frenzy,en,7.2,"Crime,Drama,Mystery,Thriller",,162.0
tt0107554,Menace II Society,en,7.2,"Drama,Action,Crime",,179.0
tt0075005,The Omen,en,7.2,"Horror,Thriller",The Omen ,485.0
tt0119822,As Good as It Gets,en,7.2,"Comedy,Romance",,946.0
tt0118929,Dark City,en,7.2,"Mystery,Science Fiction",,838.0
tt0118884,Contact,en,7.2,"Drama,Science Fiction,Mystery",,1338.0
tt0104940,The Muppet Christmas Carol,en,7.2,"Comedy,Family,Fantasy,Drama",The Muppet ,217.0
tt0127536,Elizabeth,en,7.2,"Drama,History",Elizabeth ,346.0
tt3890160,Baby Driver,en,7.2,"Action,Crime",,2083.0
tt0106977,The Fugitive,en,7.2,"Adventure,Action,Thriller,Crime,Mystery",The Fugitive / U.S. Marshals ,1240.0
tt0109045,"The Adventures of Priscilla, Queen of the Desert",en,7.2,"Drama,Comedy",,174.0
tt4475970,Power Rangers,en,7.2,"Action,Adventure,Science Fiction",,123.0
tt0097757,The Little Mermaid,en,7.2,"Animation,Family",The Little Mermaid ,1921.0
tt1441953,Testament of Youth,en,7.2,"History,Drama,War",,259.0
tt0112461,The Basketball Diaries,en,7.2,"Drama,Crime",,472.0
tt0443543,The Illusionist,en,7.1,"Fantasy,Drama,Thriller,Romance",,1657.0
tt0034248,Suspicion,en,7.1,"Mystery,Thriller",,140.0
tt1341167,Four Lions,en,7.1,"Comedy,Crime,Drama",,428.0
tt0085995,National Lampoon's Vacation,en,7.1,"Comedy,Adventure,Romance",National Lampoon's Vacation ,412.0
tt0117589,Secrets & Lies,en,7.1,Drama,,127.0
tt1730768,The Zookeeper's Wife,en,7.1,"Drama,History",,160.0
tt0460989,The Wind That Shakes the Barley,en,7.1,"Drama,History,War",,155.0
tt2094064,Much Ado About Nothing,en,7.1,Comedy,,117.0
tt0138704,Pi,en,7.1,"Mystery,Drama,Thriller",,600.0
tt0420223,Stranger Than Fiction,en,7.1,"Comedy,Drama,Fantasy,Romance",,743.0
tt0093870,RoboCop,en,7.1,"Action,Thriller,Science Fiction",RoboCop ,1494.0
tt1727388,The Way Way Back,en,7.1,"Comedy,Drama",,695.0
tt0080339,Airplane!,en,7.1,Comedy,Airplane ,1104.0
tt0070917,The Wicker Man,en,7.1,"Horror,Music,Mystery,Thriller",,313.0
tt0061852,The Jungle Book,en,7.1,"Family,Animation,Adventure",The Jungle Book ,1791.0
tt0362270,The Life Aquatic with Steve Zissou,en,7.1,"Adventure,Comedy,Drama",,781.0
tt0045810,Gentlemen Prefer Blondes,en,7.1,"Comedy,Romance",,169.0
tt0082348,Excalibur,en,7.1,"Fantasy,Adventure",,241.0
tt0048728,To Catch a Thief,en,7.1,"Crime,Drama,Mystery,Romance,Thriller",,299.0
tt0385002,Green Street Hooligans,en,7.1,"Crime,Drama",Green Street Hooligans ,652.0
tt0119683,Les Misérables,en,7.1,"Crime,Drama,History,Romance",,157.0
tt0421238,The Proposition,en,7.1,"Action,Adventure,Crime,Drama,Thriller,Western",,221.0
tt0100802,Total Recall,en,7.1,"Action,Adventure,Science Fiction",,1745.0
tt0063823,Yellow Submarine,en,7.1,"Animation,Fantasy,Music",,114.0
tt0082089,Body Heat,en,7.1,"Drama,Thriller,Crime,Romance",,128.0
tt0900387,Suite Française,en,7.1,"Drama,Romance,War",,284.0
tt0050105,An Affair to Remember,en,7.1,"Drama,Romance",,101.0
tt0104257,A Few Good Men,en,7.1,Drama,,899.0
tt0121766,Star Wars: Episode III - Revenge of the Sith,en,7.1,"Science Fiction,Adventure,Action",Star Wars ,4200.0
tt1494772,Justice League: Crisis on Two Earths,en,7.1,"Action,Adventure,Animation",,152.0
tt0091455,Luxo Jr.,en,7.1,Animation,,148.0
tt0427944,Thank You for Smoking,en,7.1,"Comedy,Drama",,670.0
tt0162346,Ghost World,en,7.1,"Comedy,Drama",,433.0
tt1250777,Kick-Ass,en,7.1,"Action,Crime",Kick-Ass ,4747.0
tt0073540,Picnic at Hanging Rock,en,7.1,"Thriller,Drama,Mystery",,156.0
tt0096256,They Live,en,7.1,"Action,Horror,Science Fiction,Thriller",,562.0
tt0000439,The Great Train Robbery,en,7.1,"Action,Adventure,Western",,116.0
tt0086465,Trading Places,en,7.1,Comedy,,763.0
tt0094721,Beetlejuice,en,7.1,"Fantasy,Comedy",,1475.0
tt0090728,Big Trouble in Little China,en,7.1,"Action,Adventure,Comedy,Fantasy",,727.0
tt0084516,Poltergeist,en,7.1,Horror,Poltergeist ,811.0
tt0110932,Quiz Show,en,7.1,"History,Drama",,262.0
tt0962736,The Young Victoria,en,7.1,Drama,,330.0
tt0074156,Assault on Precinct 13,en,7.1,"Action,Crime",,223.0
tt0107507,Manhattan Murder Mystery,en,7.1,"Comedy,Mystery",,169.0
tt0110074,The Hudsucker Proxy,en,7.1,"Comedy,Drama",,280.0
tt0105046,Of Mice and Men,en,7.1,Drama,,147.0
tt0070355,Magnum Force,en,7.1,"Action,Crime,Thriller",Dirty Harry ,251.0
tt0099088,Back to the Future Part III,en,7.1,"Adventure,Comedy,Family,Science Fiction",Back to the Future ,2978.0
tt1446192,Rise of the Guardians,en,7.1,"Fantasy,Animation,Family",,1981.0
tt1078188,Boy A,en,7.1,"Crime,Drama",,155.0
tt2261287,Ballerina,en,7.1,"Animation,Family,Adventure,Comedy",,415.0
tt0159097,The Virgin Suicides,en,7.1,"Drama,Romance",,841.0
tt0113409,In the Mouth of Madness,en,7.1,"Horror,Mystery,Thriller",,307.0
tt0094947,Dangerous Liaisons,en,7.1,"Drama,Romance",,267.0
tt1117385,Felon,en,7.1,"Action,Crime,Drama",,239.0
tt0091217,Hoosiers,en,7.1,"Drama,Family",,143.0
tt0099674,The Godfather: Part III,en,7.1,"Crime,Drama,Thriller",The Godfather ,1589.0
tt1772341,Wreck-It Ralph,en,7.1,"Family,Animation,Comedy,Adventure",Wreck-It Ralph ,4656.0
tt1648204,Lemonade Mouth,en,7.1,"Drama,Comedy",,184.0
tt2014338,Side by Side,en,7.1,Documentary,,111.0
tt0195685,Erin Brockovich,en,7.1,Drama,,730.0
tt1013753,Milk,en,7.1,"History,Drama",,628.0
tt0078718,...And Justice for All,en,7.1,"Crime,Drama,Mystery,Thriller",,118.0
tt2361509,The Intern,en,7.1,Comedy,,1926.0
tt0093105,"Good Morning, Vietnam",en,7.1,"Comedy,Drama,War",,658.0
tt0087469,Indiana Jones and the Temple of Doom,en,7.1,"Adventure,Action",Indiana Jones ,2841.0
tt0805564,Lars and the Real Girl,en,7.1,"Comedy,Romance,Drama",,517.0
tt2170593,St. Vincent,en,7.1,Comedy,,770.0
tt0097674,Knick Knack,en,7.1,Animation,,135.0
tt0396171,Perfume: The Story of a Murderer,en,7.1,"Crime,Fantasy,Drama",,1198.0
tt0065421,The Aristocats,en,7.1,"Animation,Comedy,Family,Adventure",,1287.0
tt0109642,Dolores Claiborne,en,7.1,"Crime,Drama,Mystery",,183.0
tt0092106,The Transformers: The Movie,en,7.1,Animation,,134.0
tt0093748,"Planes, Trains and Automobiles",en,7.1,Comedy,,567.0
tt0080801,The Gods Must Be Crazy,en,7.1,"Action,Comedy",The Gods Must Be Crazy ,251.0
tt0455944,The Equalizer,en,7.1,"Thriller,Action,Crime",,2997.0
tt1638355,The Man from U.N.C.L.E.,en,7.1,"Comedy,Action,Adventure",,2306.0
tt0091369,Labyrinth,en,7.1,"Adventure,Family,Fantasy",,618.0
tt0446755,The Painted Veil,en,7.1,"Drama,Romance",,319.0
tt0460829,INLAND EMPIRE,en,7.1,"Horror,Drama,Mystery,Thriller",,249.0
tt0910554,Frequently Asked Questions About Time Travel,en,7.1,"Drama,Comedy,Science Fiction,Romance",,189.0
tt2027128,Justice League: Doom,en,7.1,"Action,Animation,Thriller",Justice League (Animated) ,197.0
tt0838221,The Darjeeling Limited,en,7.1,"Adventure,Drama,Comedy",,876.0
tt0099785,Home Alone,en,7.1,"Comedy,Family",Home Alone ,2487.0
tt0490204,Reign Over Me,en,7.1,Drama,,340.0
tt0095705,The Naked Gun: From the Files of Police Squad!,en,7.1,"Comedy,Crime",Naked Gun ,1020.0
tt1763303,The First Time,en,7.1,"Drama,Comedy,Romance",,725.0
tt0488120,Fracture,en,7.1,Thriller,,908.0
tt0098384,Steel Magnolias,en,7.1,"Comedy,Drama,Romance",,146.0
tt0134119,The Talented Mr. Ripley,en,7.1,"Thriller,Crime,Drama",,790.0
tt0445922,Across the Universe,en,7.1,"Adventure,Drama,Music,Romance",,419.0
tt2310332,The Hobbit: The Battle of the Five Armies,en,7.1,"Action,Adventure,Fantasy",The Hobbit ,4884.0
tt0108071,The Secret Garden,en,7.1,"Drama,Family,Fantasy",The Secret Garden ,232.0
tt1078588,My Sister's Keeper,en,7.1,Drama,,614.0
tt0107822,The Piano,en,7.1,"Drama,Romance",,290.0
tt0066765,And Now for Something Completely Different,en,7.1,Comedy,,139.0
tt1024648,Argo,en,7.1,"Drama,Thriller",,3473.0
tt2381249,Mission: Impossible - Rogue Nation,en,7.1,"Action,Adventure,Thriller",Mission: Impossible ,3274.0
tt0097958,National Lampoon's Christmas Vacation,en,7.1,Comedy,National Lampoon's Vacation ,668.0
tt3451230,High Strung,en,7.1,"Drama,Music,Romance",StreetDance ,256.0
tt1270798,X-Men: First Class,en,7.1,"Action,Science Fiction,Adventure",X-Men ,5252.0
tt0069995,Don't Look Now,en,7.1,"Thriller,Drama,Horror",,197.0
tt0108037,The Sandlot,en,7.1,"Comedy,Family",The Sandlot ,272.0
tt0120094,Selena,en,7.1,Drama,,115.0
tt0077745,Invasion of the Body Snatchers,en,7.1,"Horror,Mystery,Science Fiction,Thriller",,231.0
tt2234003,Calvary,en,7.1,Drama,,334.0
tt0120855,Tarzan,en,7.1,"Adventure,Animation,Drama,Family",Tarzan (Animation) ,1715.0
tt0305206,American Splendor,en,7.1,"Comedy,Drama",,121.0
tt1094249,Hotel Chevalier,en,7.1,"Drama,Music",,204.0
tt0102494,My Own Private Idaho,en,7.1,"Drama,Romance",,218.0
tt0362227,The Terminal,en,7.1,"Comedy,Drama",,1974.0
tt0813980,24: Redemption,en,7.1,"Action,Adventure,Crime",,168.0
tt1672723,Batman: Year One,en,7.1,"Action,Adventure,Animation,Crime,Science Fiction",,255.0
tt0112453,Balto,en,7.1,"Family,Animation,Adventure",Balto ,423.0
tt0158983,"South Park: Bigger, Longer & Uncut",en,7.1,"Animation,Comedy,Music",,916.0
tt0275847,Lilo & Stitch,en,7.1,"Animation,Family",Lilo & Stitch ,1371.0
tt0081534,Somewhere in Time,en,7.1,"Science Fiction,Drama,Fantasy,Romance",,104.0
tt0086541,Videodrome,en,7.1,"Horror,Mystery,Science Fiction",,464.0
tt1219289,Limitless,en,7.1,"Thriller,Mystery,Science Fiction",,3888.0
tt0076723,Slap Shot,en,7.1,"Drama,Comedy",Slap Shot ,102.0
tt0104691,The Last of the Mohicans,en,7.1,"Action,Adventure,Drama,History,Romance,War",,747.0
tt1658801,Freeheld,en,7.1,"Romance,Drama",,168.0
tt1211837,Doctor Strange,en,7.1,"Action,Adventure,Fantasy,Science Fiction",,5880.0
tt3498820,Captain America: Civil War,en,7.1,"Adventure,Action,Science Fiction",Captain America ,7462.0
tt3077214,Suffragette,en,7.1,"Drama,History",,440.0
tt0072271,The Texas Chain Saw Massacre,en,7.1,Horror,Texas Chainsaw Massacre ,617.0
tt0091064,The Fly,en,7.1,"Horror,Science Fiction",The Fly ,1038.0
tt0103874,Dracula,en,7.1,"Romance,Horror",,1087.0
tt0067927,Vanishing Point,en,7.1,"Action,Thriller,Drama",,110.0
tt0057197,Jason and the Argonauts,en,7.1,"Adventure,Family,Fantasy",,138.0
tt0268380,Ice Age,en,7.1,"Animation,Comedy,Family,Adventure",Ice Age ,3954.0
tt2763304,T2 Trainspotting,en,7.1,"Crime,Drama",Trainspotting ,795.0
tt0047472,Seven Brides for Seven Brothers,en,7.1,"Comedy,Drama,Western,Music",,117.0
tt0082432,Gallipoli,en,7.1,"Adventure,Drama,History,War",,111.0
tt0097351,Field of Dreams,en,7.1,"Drama,Fantasy",,383.0
tt4341582,Queen of Katwe,en,7.1,Drama,,103.0
tt0181689,Minority Report,en,7.1,"Action,Thriller,Science Fiction,Mystery",,2663.0
tt0165832,Interstate 60,en,7.1,"Adventure,Comedy,Drama,Fantasy,Mystery",,136.0
tt4899370,Megan Leavey,en,7.1,"Drama,War",,101.0
tt0272152,K-PAX,en,7.1,"Drama,Science Fiction",,710.0
tt0092890,Dirty Dancing,en,7.1,"Drama,Music,Romance",Dirty Dancing ,1371.0
tt0095159,A Fish Called Wanda,en,7.1,"Comedy,Crime",,576.0
tt0217505,Gangs of New York,en,7.1,"Drama,History,Crime",,1964.0
tt0070239,Jesus Christ Superstar,en,7.1,"Drama,History,Music",,146.0
tt3564472,Girls Trip,en,7.1,Comedy,,393.0
tt0113627,Leaving Las Vegas,en,7.1,"Drama,Romance",,365.0
tt2567712,Starred Up,en,7.1,Drama,,324.0
tt2101569,In Your Eyes,en,7.1,"Drama,Romance,Science Fiction",,275.0
tt0945513,Source Code,en,7.1,"Thriller,Science Fiction,Mystery",,2752.0
tt0120789,Pleasantville,en,7.1,"Fantasy,Drama,Comedy",,498.0
tt1675192,Take Shelter,en,7.1,"Thriller,Drama",,479.0
tt0091530,The Mission,en,7.1,"Adventure,Drama,Action,History",,295.0
tt2597760,The Outcasts,en,7.1,Comedy,,141.0
tt0072308,The Towering Inferno,en,7.1,"Action,Thriller",,230.0
tt1323594,Despicable Me,en,7.1,"Animation,Family",Despicable Me ,6595.0
tt1385956,Particle Fever,en,7.1,Documentary,,102.0
tt2112281,Tangled Ever After,en,7.1,"Animation,Comedy,Action,Family",Tangled ,383.0
tt1285016,The Social Network,en,7.1,Drama,,3492.0
tt1311071,Kill Your Darlings,en,7.1,"Drama,Romance,Thriller",,455.0
tt0120663,Eyes Wide Shut,en,7.1,"Mystery,Drama",,1266.0
tt0333766,Garden State,en,7.1,"Comedy,Drama,Romance",,631.0
tt0289043,28 Days Later,en,7.1,"Horror,Thriller,Science Fiction",28 Days/Weeks Later ,1816.0
tt0309698,Identity,en,7.1,"Mystery,Thriller",,1090.0
tt1596343,Fast Five,en,7.1,"Action,Thriller,Crime",The Fast and the Furious ,2491.0
tt0090022,Silverado,en,7.1,"Action,Crime,Drama,Western",,147.0
tt0088930,Clue,en,7.1,"Comedy,Thriller,Crime,Mystery",,377.0
tt0298228,Whale Rider,en,7.1,"Drama,Family",,114.0
tt1510938,The Sunset Limited,en,7.1,Drama,,110.0
tt3531824,Nerve,en,7.1,"Mystery,Adventure,Crime",,2262.0
tt0096754,The Abyss,en,7.1,"Adventure,Action,Thriller,Science Fiction",,822.0
tt0314331,Love Actually,en,7.0,"Comedy,Romance,Drama",,1917.0
tt0829482,Superbad,en,7.0,Comedy,,2152.0
tt2608732,The Pirate Bay: Away From Keyboard,en,7.0,Documentary,,123.0
tt4172430,13 Hours: The Secret Soldiers of Benghazi,en,7.0,"Action,Drama,History,Thriller,War",,963.0
tt3060952,Justice League: War,en,7.0,Animation,Justice League (Animated) ,234.0
tt1790864,The Maze Runner,en,7.0,"Action,Mystery,Science Fiction,Thriller",The Maze Runner ,5540.0
tt0117571,Scream,en,7.0,"Crime,Horror,Mystery",Scream ,1520.0
tt0100935,Wild at Heart,en,7.0,"Comedy,Crime,Thriller",,341.0
tt1954701,A Coffee in Berlin,en,7.0,"Comedy,Drama",,113.0
tt0086567,WarGames,en,7.0,"Thriller,Science Fiction",WarGames ,517.0
tt0443680,The Assassination of Jesse James by the Coward Robert Ford,en,7.0,"Action,Drama,Western",,792.0
tt0080516,The Changeling,en,7.0,"Horror,Thriller",,144.0
tt1649419,The Impossible,en,7.0,"Thriller,Drama",,2071.0
tt0107614,Mrs. Doubtfire,en,7.0,"Comedy,Drama,Family",,1638.0
tt0363589,Elephant,en,7.0,"Drama,Crime",,410.0
tt0066769,The Andromeda Strain,en,7.0,"Science Fiction,Thriller",,196.0
tt0274558,The Hours,en,7.0,Drama,,461.0
tt0102492,My Girl,en,7.0,"Comedy,Drama,Family",My Girl ,441.0
tt2305051,Wild,en,7.0,Drama,,961.0
tt0060390,Fahrenheit 451,en,7.0,"Drama,Science Fiction",,198.0
tt1629757,Chasing Mavericks,en,7.0,Drama,,219.0
tt0146882,High Fidelity,en,7.0,"Comedy,Drama,Romance,Music",,636.0
tt0138749,The Road to El Dorado,en,7.0,"Adventure,Animation,Comedy,Family",,892.0
tt0186151,Frequency,en,7.0,"Crime,Drama,Science Fiction,Thriller",,473.0
tt1045658,Silver Linings Playbook,en,7.0,"Drama,Comedy,Romance",,4840.0
tt0119558,Lolita,en,7.0,"Drama,Romance",,288.0
tt0478970,Ant-Man,en,7.0,"Science Fiction,Action,Adventure",Ant-Man ,6029.0
tt0108330,This Boy’s Life,en,7.0,Drama,,192.0
tt0095497,The Last Temptation of Christ,en,7.0,Drama,,206.0
tt0409459,Watchmen,en,7.0,"Action,Mystery,Science Fiction",,2892.0
tt0316356,Open Range,en,7.0,Western,,268.0
tt0106226,The Age of Innocence,en,7.0,"Drama,Romance",,172.0
tt1692486,Carnage,en,7.0,"Comedy,Drama",,760.0
tt0903624,The Hobbit: An Unexpected Journey,en,7.0,"Adventure,Fantasy,Action",The Hobbit ,8427.0
tt1810683,Little Boy,en,7.0,"Comedy,Drama,War",,190.0
tt3499096,Race,en,7.0,"Action,Drama",,492.0
tt1166827,Zeitgeist,en,7.0,"Documentary,History",Zeitgeist ,173.0
tt0093409,Lethal Weapon,en,7.0,"Adventure,Action,Comedy,Thriller,Crime",Lethal Weapon ,1367.0
tt0084237,The Last Unicorn,en,7.0,"Fantasy,Animation,Family",,117.0
tt0431308,P.S. I Love You,en,7.0,"Drama,Romance",,1011.0
tt0408236,Sweeney Todd: The Demon Barber of Fleet Street,en,7.0,"Drama,Horror,Music",,1745.0
tt0825232,The Bucket List,en,7.0,"Drama,Comedy",,1138.0
tt0467406,Juno,en,7.0,"Comedy,Drama,Romance",,2313.0
tt0092563,Angel Heart,en,7.0,"Horror,Mystery,Thriller",,326.0
tt0088286,Top Secret!,en,7.0,Comedy,,241.0
tt0076578,Pumping Iron,en,7.0,Documentary,Pumping Iron ,136.0
tt4276820,The Founder,en,7.0,"Drama,History",,855.0
tt0117913,A Time to Kill,en,7.0,"Crime,Drama,Thriller",,522.0
tt0385690,Family Guy Presents Stewie Griffin: The Untold Story,en,7.0,"Comedy,Animation",,113.0
tt0369339,Collateral,en,7.0,"Drama,Crime,Thriller",,1476.0
tt2334873,Blue Jasmine,en,7.0,"Comedy,Drama",,1126.0
tt0090329,Witness,en,7.0,"Crime,Drama,Romance,Thriller",,390.0
tt0203119,Sexy Beast,en,7.0,"Crime,Drama,Thriller",,219.0
tt0104573,Juice,en,7.0,"Action,Crime,Drama,Thriller",,103.0
tt0048605,The Seven Year Itch,en,7.0,"Comedy,Drama,Romance",,184.0
tt3438640,Marvel One-Shot: All Hail the King,en,7.0,"Comedy,Action,Drama,Thriller,Fantasy",,102.0
tt0399295,Lord of War,en,7.0,"Crime,Drama,Thriller",,1356.0
tt0419294,The Three Burials of Melquiades Estrada,en,7.0,"Adventure,Crime,Drama,Mystery,Western",,180.0
tt2167266,Tracks,en,7.0,"Adventure,Drama",,190.0
tt0116209,The English Patient,en,7.0,"Drama,Romance,War",,559.0
tt0408306,Munich,en,7.0,"Drama,Action,History,Thriller",,706.0
tt1587310,Maleficent,en,7.0,"Fantasy,Adventure,Action,Family,Romance",,4607.0
tt0421994,Imagine Me & You,en,7.0,"Drama,Comedy,Romance",,181.0
tt0404390,Running Scared,en,7.0,"Action,Crime,Drama,Thriller",,332.0
tt0095031,Dirty Rotten Scoundrels,en,7.0,"Crime,Comedy",,223.0
tt0095489,The Land Before Time,en,7.0,"Animation,Adventure,Family",The Land Before Time ,660.0
tt3799694,The Nice Guys,en,7.0,"Action,Comedy,Crime,Thriller",,2382.0
tt0338751,The Aviator,en,7.0,Drama,,1526.0
tt0057193,"It's a Mad, Mad, Mad, Mad World",en,7.0,"Action,Adventure,Comedy,Crime",,142.0
tt0272020,The Last Castle,en,7.0,"Action,Drama,Thriller",,290.0
tt0070707,Sleeper,en,7.0,"Comedy,Romance,Science Fiction",,206.0
tt4196848,Mr. Church,en,7.0,Drama,,133.0
tt0375912,Layer Cake,en,7.0,"Drama,Thriller,Crime",,565.0
tt0082406,The Fox and the Hound,en,7.0,"Adventure,Animation,Drama,Family",The Fox and the Hound ,884.0
tt0043274,Alice in Wonderland,en,7.0,"Animation,Adventure,Family,Fantasy",,1557.0
tt2294449,22 Jump Street,en,7.0,"Crime,Comedy,Action",Jump Street ,3375.0
tt0089560,Mask,en,7.0,Drama,,106.0
tt0293508,The Phantom of the Opera,en,7.0,"Music,Thriller,Drama,Romance",,448.0
tt3065204,The Conjuring 2,en,7.0,Horror,The Conjuring ,2018.0
tt0355702,Lords of Dogtown,en,7.0,Drama,,215.0
tt0390022,Friday Night Lights,en,7.0,Drama,,154.0
